graph,method,queryset,storage,size,trainingF1,testF1,creationTime,graphTime,summaryTime
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query01/,168750,19180,1.000000,0.096898,0.066000,3.952000,0.066000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query0033/,168750,15964,1.000000,0.007813,0.072000,3.563000,0.056000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query0033/,168750,15600,1.000000,0.005376,0.051000,3.556000,0.046000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query0033/,168750,19708,1.000000,0.000000,0.066000,3.577000,0.051000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query0033/,168750,18240,1.000000,0.004630,0.060000,3.555000,0.062000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query0033/,168750,19896,1.000000,0.000000,0.082000,3.468000,0.057000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query001/,168750,13968,1.000000,0.233891,0.055000,3.842000,0.051000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query001/,168750,13044,1.000000,0.241505,0.062000,3.897000,0.072000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query001/,168750,12956,1.000000,0.277649,0.051000,3.881000,0.067000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query001/,168750,14748,1.000000,0.290381,0.059000,3.926000,0.056000
/home/lukas/thesisdata/movie/graph,cache,/home/lukas/thesisdata/movie/query001/,168750,13640,1.000000,0.273923,0.062000,3.936000,0.070000
